# Fourier-transform spectra: 
# sigma: Conductivity
# eps: Dielectric constant
# 1:Energy[eV] 2:Re(sigma_x)[1/fs*V*Angstrom] 3:Re(sigma_y)[1/fs*V*Angstrom] 4:Re(sigma_z)[1/fs*V*Angstrom] 5:Im(sigma_x)[1/fs*V*Angstrom] 6:Im(sigma_y)[1/fs*V*Angstrom] 7:Im(sigma_z)[1/fs*V*Angstrom] 8:Re(eps_x)[none] 9:Re(eps_y)[none] 10:Re(eps_z)[none] 11:Im(eps_x)[none] 12:Im(eps_y)[none] 13:Im(eps_z)[none]
      2.73000000  0.478444849559165E-008  0.788325259684006E-008 -0.139671653774615E-002  0.301317161399663E-008  0.120293179424514E-008 -0.267297641028005E+000  0.999999751579463E+000  0.999999900824447E+000  0.230373188051473E+002  0.394453225994291E-006  0.649933721936094E-006 -0.115152110973956E+000
      2.74000000  0.485976074064272E-008  0.790950708800558E-008 -0.142737389578883E-002  0.309264096991871E-008  0.120826785146737E-008 -0.271370567590381E+000  0.999999745958179E+000  0.999999900748076E+000  0.232914570103991E+002  0.399200062824728E-006  0.649718349308462E-006 -0.117250165035474E+000
      2.75000000  0.493476122500403E-008  0.793794938181784E-008 -0.140846331891620E-002  0.317483333350820E-008  0.120994468342279E-008 -0.275627524525832E+000  0.999999740154911E+000  0.999999900971752E+000  0.235588089532260E+002  0.403886861067900E-006  0.649683604323867E-006 -0.115276059543464E+000
      2.76000000  0.500953890871302E-008  0.796927585067950E-008 -0.132460030665665E-002  0.325977151166546E-008  0.120799853905469E-008 -0.280076689365767E+000  0.999999734169778E+000  0.999999901489255E+000  0.238398978733339E+002  0.408521527895077E-006  0.649884311922295E-006 -0.108019470651178E+000
      2.77000000  0.508418494958689E-008  0.800420034009798E-008 -0.115883597504516E-002  0.334751179893988E-008  0.120256458852443E-008 -0.284725062472825E+000  0.999999728000176E+000  0.999999902286422E+000  0.241351438045620E+002  0.413112034873671E-006  0.650375925113245E-006 -0.941604391820204E-001
      2.78000000  0.515878703024195E-008  0.804344057492563E-008 -0.892742082732818E-003  0.343814457632819E-008  0.119388113771824E-008 -0.289578241043773E+000  0.999999721640778E+000  0.999999903340939E+000  0.244448471339160E+002  0.417665957512908E-006  0.651213413100895E-006 -0.722782263758584E-001
      2.79000000  0.523342361802573E-008  0.808770381920623E-008 -0.506527114872294E-003  0.353179406802001E-008  0.118229195987042E-008 -0.294640198134291E+000  0.999999715083602E+000  0.999999904622308E+000  0.247691729192954E+002  0.422190019299681E-006  0.652450113107582E-006 -0.408624846777488E-001
      2.80000000  0.530815827805037E-008  0.813767205502238E-008  0.208166460226976E-004  0.362861725350927E-008  0.116824662363534E-008 -0.299913070966271E+000  0.999999708318150E+000  0.999999906091959E+000  0.251081362894313E+002  0.426689649773560E-006  0.654136568136568E-006  0.167331999831538E-002
      2.81000000  0.538303415859254E-008  0.819398696460081E-008  0.711335726028527E-003  0.372880194942753E-008  0.115229873509041E-008 -0.305396962830444E+000  0.999999701331602E+000  0.999999907703541E+000  0.254615892445250E+002  0.431168565844072E-006  0.656319373792659E-006  0.569763437848151E-001
      2.82000000  0.545806876482680E-008  0.825723501320661E-008  0.158790901329078E-002  0.383256409205768E-008  0.113510205221660E-008 -0.311089762865118E+000  0.999999694109075E+000  0.999999909403363E+000  0.258292091644814E+002  0.435628385029070E-006  0.659040057682899E-006  0.126736812751555E+000
      2.83000000  0.553324913125998E-008  0.832793293759109E-008  0.267401413832896E-002  0.394014426742196E-008  0.111740447354991E-008 -0.316986987872784E+000  0.999999686633935E+000  0.999999911131010E+000  0.262104893134913E+002  0.440068278602332E-006  0.662334014829882E-006  0.212668681799398E+000
      2.84000000  0.560852749546183E-008  0.840651394562740E-008  0.399346915807767E-002  0.405180355078791E-008  0.110003994702230E-008 -0.323081650129547E+000  0.999999678888162E+000  0.999999912820095E+000  0.266047316051931E+002  0.444484671797560E-006  0.666229521939095E-006  0.316488744950989E+000
      2.85000000  0.568381756590654E-008  0.849331492709033E-008  0.557015259425388E-002  0.416781873110654E-008  0.108391838956111E-008 -0.329364154848537E+000  0.999999670852745E+000  0.999999914399165E+000  0.270110418620269E+002  0.448870997242873E-006  0.670746852272123E-006  0.439894475990087E+000
      2.86000000  0.575899146516165E-008  0.858856496326446E-008  0.742770541356007E-002  0.428847700801948E-008  0.107001375180912E-008 -0.335822230580796E+000  0.999999662508120E+000  0.999999915792727E+000  0.274283277661344E+002  0.453217506716085E-006  0.675897511303324E-006  0.584540912852486E+000
      2.87000000  0.583387741652578E-008  0.869237540431168E-008  0.958921902496598E-002  0.441407025941223E-008  0.105935040437500E-008 -0.342440895380281E+000  0.999999653834629E+000  0.999999916922386E+000  0.278552996578331E+002  0.457511145139024E-006  0.681683611304476E-006  0.752016928685103E+000
      2.88000000  0.590825822779944E-008  0.880473175834894E-008  0.120769137960277E-001  0.454488898585303E-008  0.105298806135103E-008 -0.349202461030331E+000  0.999999644812996E+000  0.999999917708073E+000  0.282904742919915E+002  0.461735489493595E-006  0.688097400545617E-006  0.943821256312581E+000
      2.89000000  0.598187061047130E-008  0.892548760538806E-008  0.149118129450626E-001  0.468121604448536E-008  0.105200549251032E-008 -0.356086577035715E+000  0.999999635424804E+000  0.999999918069343E+000  0.287321816133787E+002  0.465870754068565E-006  0.695120959967430E-006  0.116133865033540E+001
      2.90000000  0.605440535653006E-008  0.905436071321860E-008  0.181134169394079E-001  0.482332028892731E-008  0.105748330674520E-008 -0.363070315437399E+000  0.999999625652981E+000  0.999999917926718E+000  0.291785745601630E+002  0.469893862159734E-006  0.702726077026344E-006  0.140581658170407E+001
      2.91000000  0.612550837869908E-008  0.919093149165014E-008  0.216993837137521E-001  0.497145023340762E-008  0.107048611514559E-008 -0.370128296817831E+000  0.999999615482258E+000  0.999999917203053E+000  0.296276418511642E+002  0.473778583073346E-006  0.710874303001604E-006  0.167834286297225E+001
      2.92000000  0.619478260346552E-008  0.933464387707617E-008  0.256852201102351E-001  0.512582785872193E-008  0.109204440195649E-008 -0.377232857146003E+000  0.999999604899626E+000  0.999999915824884E+000  0.300772236582975E+002  0.477495732048021E-006  0.719517196454733E-006  0.197982459828213E+001
      2.93000000  0.626179069017043E-008  0.948480869197061E-008  0.300839899290685E-001  0.528664267465197E-008  0.112313644493381E-008 -0.384354254377241E+000  0.999999593894742E+000  0.999999913723767E+000  0.305250300119273E+002  0.481013429538445E-006  0.728596751820950E-006  0.231096884038254E+001
      2.94000000  0.632605853396160E-008  0.964060947467659E-008  0.349060438623338E-001  0.545404614833530E-008  0.116467063291598E-008 -0.391460912987531E+000  0.999999582460321E+000  0.999999910837534E+000  0.309686617347164E+002  0.484297415216905E-006  0.738046008369391E-006  0.267226531768901E+001
      2.95000000  0.638707949588688E-008  0.980111072473357E-008  0.401587763639717E-001  0.562814660082492E-008  0.121746852746799E-008 -0.398519703900711E+000  0.999999570592465E+000  0.999999907111489E+000  0.314056336500515E+002  0.487311411066583E-006  0.747789831074670E-006  0.306397156779353E+001
      2.96000000  0.644431929011550E-008  0.996526845911140E-008  0.458464141876460E-001  0.580900466490072E-008  0.128224900712321E-008 -0.405496256574434E+000  0.999999558290958E+000  0.999999902499479E+000  0.318333997653383E+002  0.490017527081999E-006  0.757745851378275E-006  0.348610078030519E+001
      2.97000000  0.649722144646297E-008  0.101319429261714E-007  0.519698409051535E-001  0.599662938629172E-008  0.135961381709591E-008 -0.412355299361828E+000  0.999999545559494E+000  0.999999896964853E+000  0.322493800893497E+002  0.492376702371515E-006  0.767825552462968E-006  0.393841261199155E+001
      2.98000000  0.654521325629492E-008  0.102999132780573E-007  0.585264612076565E-001  0.619097503807514E-008  0.145003482458305E-008 -0.419061023674585E+000  0.999999532405855E+000  0.999999890481259E+000  0.326509887073117E+002  0.494349173887395E-006  0.777935480593000E-006  0.442040719158105E+001
      2.99000000  0.658771210167630E-008  0.104678939595820E-007  0.655101081985198E-001  0.639193870440129E-008  0.155384325030235E-008 -0.425577466953004E+000  0.999999518842025E+000  0.999999883033285E+000  0.330356627083158E+002  0.495894964599001E-006  0.787978561357006E-006  0.493132248109557E+001
      3.00000000  0.662413206146511E-008  0.106345525335185E-007  0.729109962201776E-001  0.659935867513875E-008  0.167122111126658E-008 -0.431868909011013E+000  0.999999504884236E+000  0.999999874616920E+000  0.334008915376393E+002  0.496974382680223E-006  0.797855497352031E-006  0.547013510613924E+001
      3.01000000  0.665389068402324E-008  0.107985286294327E-007  0.807157210304144E-001  0.681301367784974E-008  0.180219506866494E-008 -0.437900275980264E+000  0.999999490552963E+000  0.999999865239822E+000  0.337442463321942E+002  0.497548523205244E-006  0.807466222020223E-006  0.603556471021653E+001
      3.02000000  0.667641581439124E-008  0.109584536766131E-007  0.889073083690505E-001  0.703262295800499E-008  0.194663282894017E-008 -0.443637545835182E+000  0.999999475872838E+000  0.999999854921393E+000  0.340634087909790E+002  0.497579763935905E-006  0.816711383038516E-006  0.662608182897946E+001
      3.03000000  0.669115236415838E-008  0.111129710619302E-007  0.974653111493302E-001  0.725784720284957E-008  0.210424219665952E-008 -0.449048149347401E+000  0.999999460872521E+000  0.999999843692660E+000  0.343561991343222E+002  0.497032247034801E-006  0.825493827898899E-006  0.723991922049004E+001
      3.04000000  0.669756891481829E-008  0.112607563411209E-007  0.106365954684883E+000  0.748829028915553E-008  0.227457282562640E-008 -0.454101360297374E+000  0.999999445584500E+000  0.999999831595948E+000  0.346206027159269E+002  0.495872338942539E-006  0.833720064123470E-006  0.787508652830037E+001
      3.05000000  0.669516405005560E-008  0.114005371274038E-007  0.115582328539454E+000  0.772350182054803E-008  0.245702066098701E-008 -0.458768668865490E+000  0.999999430044841E+000  0.999999818684369E+000  0.348547948701314E+002  0.494069061204717E-006  0.841301666942595E-006  0.852938809660222E+001
      3.06000000  0.668347231903353E-008  0.115311122846842E-007  0.125084622779214E+000  0.796298040646062E-008  0.265083501102205E-008 -0.463024132334007E+000  0.999999414292890E+000  0.999999805021131E+000  0.350571636030947E+002  0.491594485710054E-006  0.848156608221571E-006  0.920044370203594E+001
      3.07000000  0.666206974118529E-008  0.116513700639160E-007  0.134840405632922E+000  0.820617762233383E-008  0.285512813407580E-008 -0.466844697552196E+000  0.999999398370930E+000  0.999999790678661E+000  0.352263297703496E+002  0.488424088589721E-006  0.854210481933090E-006  0.988571191610050E+001
      3.08000000  0.663057877304876E-008  0.117603048402740E-007  0.144814938839508E+000  0.845250257965791E-008  0.306888717484922E-008 -0.470210490044361E+000  0.999999382323795E+000  0.999999775737592E+000  0.353611644236757E+002  0.484537057910740E-006  0.859397603509610E-006  0.105825157665016E+002
      3.09000000  0.658867266909358E-008  0.118570321353198E-007  0.154971526300912E+000  0.870132702508574E-008  0.329098823623376E-008 -0.473105065166937E+000  0.999999366198464E+000  0.999999760285599E+000  0.354608030568103E+002  0.479916551253380E-006  0.863661962928569E-006  0.112880703261645E+002
      3.10000000  0.653607918101082E-008  0.119408016417783E-007  0.165271891074259E+000  0.895199088027850E-008  0.352021232908209E-008 -0.475515617336135E+000  0.999999350043618E+000  0.999999744416130E+000  0.355246565311599E+002  0.474549900272466E-006  0.866958014330983E-006  0.119995118258348E+002
      3.11000000  0.647258355328394E-008  0.120110080081989E-007  0.175676575244052E+000  0.920380812852381E-008  0.375526290381828E-008 -0.477433144040416E+000  0.999999333909188E+000  0.999999728227047E+000  0.355524185184500E+002  0.468428760383194E-006  0.869251288286366E-006  0.127139278608747E+002
      3.12000000  0.639803078674006E-008  0.120671991858139E-007  0.186145356822596E+000  0.945607295057474E-008  0.399478463548058E-008 -0.478852562108084E+000  0.999999317845897E+000  0.999999711819194E+000  0.355440693559669E+002  0.461549204761014E-006  0.870518816422106E-006  0.134283882455652E+002
      3.13000000  0.631232715588528E-008  0.121090821893594E-007  0.196637677543820E+000  0.970806601063822E-008  0.423738310843454E-008 -0.479772774505092E+000  0.999999301904789E+000  0.999999695294938E+000  0.354998762705841E+002  0.453911762880115E-006  0.870749361954052E-006  0.141399760592810E+002
      3.14000000  0.621544097984619E-008  0.121365261763916E-007  0.207113075248267E+000  0.995906079399427E-008  0.448164502920720E-008 -0.480196686774758E+000  0.999999286136773E+000  0.999999678756697E+000  0.354203899888519E+002  0.445521404814166E-006  0.869943453602495E-006  0.148458184285218E+002
      3.15000000  0.610740266037106E-008  0.121495628045709E-007  0.217531614508821E+000  0.102083299003007E-007  0.472615858611676E-008 -0.480131173082902E+000  0.999999270592175E+000  0.999999662305481E+000  0.353064378108530E+002  0.436387473465882E-006  0.868113224366909E-006  0.155431165969154E+002
      3.16000000  0.598830401329122E-008  0.121483838822407E-007  0.227854309219066E+000  0.104551512011428E-007  0.496953357287175E-008 -0.479586992681133E+000  0.999999255320307E+000  0.999999646039482E+000  0.351591132840430E+002  0.426523567759288E-006  0.865282060573761E-006  0.162291748518008E+002
      3.17000000  0.585829693183220E-008  0.121333363831502E-007  0.238043531057205E+000  0.106988137766845E-007  0.521042090015795E-008 -0.478578658430056E+000  0.999999240369067E+000  0.999999630052735E+000  0.349797626687279E+002  0.415947380603241E-006  0.861484070417526E-006  0.169014279004502E+002
      3.18000000  0.571759143094558E-008  0.121049149500950E-007  0.248063398044459E+000  0.109386235541956E-007  0.544753113430220E-008 -0.477124259816023E+000  0.999999225784553E+000  0.999999614433870E+000  0.347699684380451E+002  0.404680496102045E-006  0.856763384799491E-006  0.175574663208820E+002
      3.19000000  0.556645313117890E-008  0.120637520633402E-007  0.257880137830599E+000  0.111739085805585E-007  0.567965172507820E-008 -0.475245243633075E+000  0.999999211610727E+000  0.999999599264979E+000  0.345315301013051E+002  0.392748151036180E-006  0.851173306552623E-006  0.181950597508171E+002
      3.20000000  0.540520024832965E-008  0.120106060967604E-007  0.267462420852218E+000  0.114040238713502E-007  0.590566261510672E-008 -0.472966156170689E+000  0.999999197889106E+000  0.999999584620624E+000  0.342664426793756E+002  0.380178966054207E-006  0.844775327049499E-006  0.188121775228169E+002
      3.21000000  0.523420016108749E-008  0.119463475266089E-007  0.276781659109640E+000  0.116283557904986E-007  0.612454996041084E-008 -0.470314351334129E+000  0.999999184658488E+000  0.999999570566990E+000  0.339768731937032E+002  0.367004652299066E-006  0.837638031659835E-006  0.194070065030122E+002
      3.22000000  0.505386563295102E-008  0.118719435937100E-007  0.285812266983083E+000  0.118463259265246E-007  0.633541773468211E-008 -0.467319669615704E+000  0.999999171954730E+000  0.999999557161206E+000  0.336651355559375E+002  0.353259699335137E-006  0.829835917499225E-006  0.199779659440179E+002
      3.23000000  0.486465076684867E-008  0.117884417488354E-007  0.294531881242662E+000  0.120573944437155E-007  0.653749703770307E-008 -0.464014093221996E+000  0.999999159810554E+000  0.999999544450832E+000  0.333336642624906E+002  0.338981050246463E-006  0.821448148348401E-006  0.205237192184674E+002
      3.24000000  0.466704677108110E-008  0.116969522323824E-007  0.302921538183757E+000  0.122610628989280E-007  0.673015298004797E-008 -0.460431382937113E+000  0.999999148255406E+000  0.999999532473533E+000  0.329849873074824E+002  0.324207769644678E-006  0.812557272491738E-006  0.210431823568679E+002
